"SiO2","TiO2","Al2O3","FeO","MnO","MgO","CaO","Na2O","K2O","P2O5","SO2","NiO","Cr2O3","Si","Ti","Al","Fe2","Mn","Mg","Ca","Na","K","Ph","S","Ni","Cr3","MgNum","CaNum","AlNum","Ca_Al","Si_sq","Si_Ti","InOPAMchull","ProbSat","State","T_degC","P_kbar","Reference","Type","Sample","Age","Location","order","sample","Eruption.date","analysis","host","MI.diameter","Host.diameter","SiO2_raw","TiO2_raw","Al2O3_raw","FeO_raw","MnO_raw","MgO_raw","CaO_raw","Na2O_raw","K2O_raw","P2O5_raw","Cr2O3_raw","NiO_raw","total","PEC_per","H2O","Li_ppm","B_ppm","K_ppm","Ti_ppm","Sr_ppm","Y_ppm","Zr_ppm","Nb_ppm","Ba_ppm","La_ppm","Ce_ppm","Pr_ppm","Nd_ppm","Sm_ppm","Eu_ppm","Gd_ppm","Tb_ppm","Dy_ppm","Ho_ppm","Er_ppm","Tm_ppm","Yb_ppm","Lu_ppm","P_kbar_H18","Pf_H18","Reference","Type","Sample","Age","Location","order","sample","Eruption.date","analysis","host","MI.diameter","Host.diameter","SiO2_raw","TiO2_raw","Al2O3_raw","FeO_raw","MnO_raw","MgO_raw","CaO_raw","Na2O_raw","K2O_raw","P2O5_raw","Cr2O3_raw","NiO_raw","total","PEC_per","H2O","Li_ppm","B_ppm","K_ppm","Ti_ppm","Sr_ppm","Y_ppm","Zr_ppm","Nb_ppm","Ba_ppm","La_ppm","Ce_ppm","Pr_ppm","Nd_ppm","Sm_ppm","Eu_ppm","Gd_ppm","Tb_ppm","Dy_ppm","Ho_ppm","Er_ppm","Tm_ppm","Yb_ppm","Lu_ppm","P_kbar_H18","Pf_H18"
49.92,0.9,14.95,10.26,0.18,8.45,13.3,1.81,0.12,0.05,0,0,0.05,0.4643,0.0063,0.1638,0.0798,0.0014,0.1172,0.1325,0.0326,0.0014,0.0002,0,0,0.0004,59.492385786802,0.802543912780133,0.260786498965133,0.808913308913309,0.21557449,0.00292509,TRUE,0.776,"SAT",1210,2.63,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",23,"H14","2014-08-31","H14a-2-MI1","plg","42.200000000000003","1100",49.77,0.9418,13.76,10.69,0.1849,8.82,12.94,1.84,0.1224,0.0538,0.0537,0.0038,99.4703,5,0.215953430614195,3.18714354789179,0.349588157568805,1010.01069220185,5889.40168252533,138.822429056597,14.0630494617405,43.4891571581136,4.03526662770676,20.9466613774425,3.43402241228498,9.2532051352442,1.32192187733395,6.67299483285221,1.87950912702225,0.803467468290664,1.86769925211461,0.447076410746449,2.25170946977916,0.52239187738587,1.48410336560019,0.197557025815548,1.2994980782022,0.165822091005514,3.51,0.907225985250402,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",23,"H14","2014-08-31","H14a-2-MI1","plg","42.200000000000003","1100",49.77,0.9418,13.76,10.69,0.1849,8.82,12.94,1.84,0.1224,0.0538,0.0537,0.0038,99.4703,5,0.215953430614195,3.18714354789179,0.349588157568805,1010.01069220185,5889.40168252533,138.822429056597,14.0630494617405,43.4891571581136,4.03526662770676,20.9466613774425,3.43402241228498,9.2532051352442,1.32192187733395,6.67299483285221,1.87950912702225,0.803467468290664,1.86769925211461,0.447076410746449,2.25170946977916,0.52239187738587,1.48410336560019,0.197557025815548,1.2994980782022,0.165822091005514,3.51,0.907225985250402
49.37,0.69,15.1,10.38,0.19,8.69,13.45,1.93,0.12,0.04,0,0,0.05,0.4578,0.0048,0.165,0.0805,0.0015,0.1202,0.1336,0.0346,0.0015,0.0002,0,0,0.0004,59.8903836571998,0.794292508917955,0.264932562620424,0.80969696969697,0.20958084,0.00219744,TRUE,0.752,"SAT",1220,3.21,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",24,"H14","2014-08-31","H14a-2-MI2","plg","122.5","1100",49.37,0.7227,13.97,10.85,0.1944,9.1,13.14,1.97,0.1281,0.0424,0.0501,0.0044,99.8131,5,0.20903233091972,3.2425934057571,0.224806600847644,985.624659570948,4473.38283429812,139.77312239994,11.831019896529,30.9373167554951,2.4830224414683,19.0586884913785,2.31395546789761,5.72968620823406,0.869301835276175,4.74232911983934,1.77309450984572,0.598761783039894,1.62396982875452,0.299070203516152,1.85115562303425,0.470417220218968,1.295204362138,0.199515496281414,0.928141403526531,0.22078608732519,4.49,0.99926064296138,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",24,"H14","2014-08-31","H14a-2-MI2","plg","122.5","1100",49.37,0.7227,13.97,10.85,0.1944,9.1,13.14,1.97,0.1281,0.0424,0.0501,0.0044,99.8131,5,0.20903233091972,3.2425934057571,0.224806600847644,985.624659570948,4473.38283429812,139.77312239994,11.831019896529,30.9373167554951,2.4830224414683,19.0586884913785,2.31395546789761,5.72968620823406,0.869301835276175,4.74232911983934,1.77309450984572,0.598761783039894,1.62396982875452,0.299070203516152,1.85115562303425,0.470417220218968,1.295204362138,0.199515496281414,0.928141403526531,0.22078608732519,4.49,0.99926064296138
49.69,0.7,15.14,10.25,0.17,8.64,13.36,1.82,0.11,0.05,0,0.04,0.04,0.4613,0.0049,0.1656,0.0796,0.0014,0.1196,0.1328,0.0328,0.0014,0.0002,0,0.0003,0.0003,60.0401606425703,0.801932367149758,0.264156962832988,0.801932367149758,0.21279769,0.00226037,TRUE,0.757,"SAT",1213,3.12,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",25,"H14","2014-08-31","H14a-2-MI2_b","plg","122.5","1100",49.73,0.7319,14.02,10.72,0.1802,9.05,13.05,1.86,0.1191,0.0488,0.0455,0.0396,99.8615,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,0.964828044012016,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",25,"H14","2014-08-31","H14a-2-MI2_b","plg","122.5","1100",49.73,0.7319,14.02,10.72,0.1802,9.05,13.05,1.86,0.1191,0.0488,0.0455,0.0396,99.8615,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,0.964828044012016
49.96,1.11,15.09,10.22,0.19,8.31,12.72,2.12,0.18,0.08,0,0,0.01,0.4639,0.0077,0.1651,0.0793,0.0015,0.115,0.1266,0.0382,0.0022,0.0003,0,0,0.0001,59.1868244981987,0.768203883495146,0.26248012718601,0.766807995154452,0.21520321,0.00357203,TRUE,0.508,"SAT",1205,3.33,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",26,"H14","2014-08-31","H14a-4-MI1","plg","144.30000000000001","950",49.55,1.1511,13.87,10.6,0.1942,8.63,12.3,2.14,0.1913,0.0799,0.0156,0.0019,99.0247,5,0.348718542839233,3.21136401541221,0.553551738194543,1463.94768772533,7077.67341805354,168.622420548026,16.7221630430824,59.3213125113965,4.79422693315273,27.5995410061084,4.7196365412753,12.1316194480615,1.79654411107949,7.88294963928841,2.04619696838052,1.08413366299341,2.18909171674466,0.402508984798563,3.34436655114136,0.584509579633666,1.55538304977365,0.228693232911139,1.42374989035065,0.2647445528808,4.01,0.95951997498539,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",26,"H14","2014-08-31","H14a-4-MI1","plg","144.30000000000001","950",49.55,1.1511,13.87,10.6,0.1942,8.63,12.3,2.14,0.1913,0.0799,0.0156,0.0019,99.0247,5,0.348718542839233,3.21136401541221,0.553551738194543,1463.94768772533,7077.67341805354,168.622420548026,16.7221630430824,59.3213125113965,4.79422693315273,27.5995410061084,4.7196365412753,12.1316194480615,1.79654411107949,7.88294963928841,2.04619696838052,1.08413366299341,2.18909171674466,0.402508984798563,3.34436655114136,0.584509579633666,1.55538304977365,0.228693232911139,1.42374989035065,0.2647445528808,4.01,0.95951997498539
49.78,1.09,15.21,10.12,0.15,8.45,12.78,2.09,0.19,0.1,0,0.01,0.04,0.4619,0.0076,0.1663,0.0785,0.0011,0.1169,0.1271,0.0376,0.0022,0.0004,0,0.0001,0.0003,59.8259979529171,0.77170613236187,0.264724609996816,0.764281419122068,0.21335161,0.00351044,TRUE,0.505,"SAT",1210,3.67,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",27,"H14","2014-08-31","H14a-4-MI1_b","plg","144.30000000000001","950",49.7,1.1358,14.08,10.56,0.152,8.83,12.45,2.12,0.1963,0.1074,0.0392,0.0125,99.6687,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,0.980552014146892,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",27,"H14","2014-08-31","H14a-4-MI1_b","plg","144.30000000000001","950",49.7,1.1358,14.08,10.56,0.152,8.83,12.45,2.12,0.1963,0.1074,0.0392,0.0125,99.6687,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,0.980552014146892
50.01,1.32,13.75,13.07,0.22,6.06,13.28,2.02,0.14,0.11,0,0.01,0.01,0.473,0.0094,0.1533,0.1034,0.0018,0.0854,0.1346,0.037,0.0016,0.0004,0,0,0.0001,45.2330508474576,0.784382284382284,0.24477087657672,0.878016960208741,0.223729,0.0044462,TRUE,0.836,"SAT",1153,-2.45,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",28,"H14","2014-08-31","H14a-5-MI1","plg","59.899999999999999","980",49.54,1.282,14.05,12.72,0.2177,5.89,13.25,1.99,0.1313,0.1092,0.0111,0.006,99.586,2,0.129936496786886,3.49730446525312,0.791474381396308,1105.43570370111,8188.33289218524,157.835882381294,24.2384998482948,60.8866336859201,4.23046480862719,28.8305141574011,4.33999284336863,12.1821703558412,1.57079701242842,10.6748541939921,3.18160727351084,0.916290184245927,4.22329485835544,0.620849588460578,4.86994225887289,0.856510081048342,2.42622860101903,0.356716533120178,2.44832851643958,0.314247110682525,2.53,0.00689077328053978,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",28,"H14","2014-08-31","H14a-5-MI1","plg","59.899999999999999","980",49.54,1.282,14.05,12.72,0.2177,5.89,13.25,1.99,0.1313,0.1092,0.0111,0.006,99.586,2,0.129936496786886,3.49730446525312,0.791474381396308,1105.43570370111,8188.33289218524,157.835882381294,24.2384998482948,60.8866336859201,4.23046480862719,28.8305141574011,4.33999284336863,12.1821703558412,1.57079701242842,10.6748541939921,3.18160727351084,0.916290184245927,4.22329485835544,0.620849588460578,4.86994225887289,0.856510081048342,2.42622860101903,0.356716533120178,2.44832851643958,0.314247110682525,2.53,0.00689077328053978
50.21,1.46,13.69,12.24,0.18,6.61,13.35,2.06,0.14,0.03,0,0.01,0.01,0.4728,0.0104,0.152,0.0964,0.0014,0.0927,0.1347,0.0377,0.0017,0.0001,0,0.0001,0.0001,49.0216816499207,0.781322505800464,0.243277848911652,0.886184210526316,0.22353984,0.00491712,TRUE,0.588,"SAT",1186,-1.76,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",29,"H14","2014-08-31","H14a-5-MI3","plg","33.200000000000003","980",49.61,1.4178,13.96,11.88,0.1727,6.41,13.3,2.03,0.1391,0.0292,0.0126,0.01,99.309,2,0.138788033203475,3.49165284366135,0.814918273479494,1095.89296752456,9414.53941769175,161.17979688392,30.7960570824762,101.693565924246,7.09393173176443,30.4779223927413,5.47929364912622,14.3614638427658,1.90883308209054,10.0085896100274,3.90151497917537,1.07224319208301,5.0945791858244,0.793242017928738,5.75001829324986,1.17406716977212,3.25257087080572,0.490057519847665,3.36546062635702,0.44725646394156,1.9,0.142487902773591,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",29,"H14","2014-08-31","H14a-5-MI3","plg","33.200000000000003","980",49.61,1.4178,13.96,11.88,0.1727,6.41,13.3,2.03,0.1391,0.0292,0.0126,0.01,99.309,2,0.138788033203475,3.49165284366135,0.814918273479494,1095.89296752456,9414.53941769175,161.17979688392,30.7960570824762,101.693565924246,7.09393173176443,30.4779223927413,5.47929364912622,14.3614638427658,1.90883308209054,10.0085896100274,3.90151497917537,1.07224319208301,5.0945791858244,0.793242017928738,5.75001829324986,1.17406716977212,3.25257087080572,0.490057519847665,3.36546062635702,0.44725646394156,1.9,0.142487902773591
49.96,1.62,14.58,11.77,0.23,7.34,11.94,2.16,0.19,0.17,0,0.03,0,0.4684,0.0114,0.161,0.0923,0.0019,0.1026,0.1199,0.0392,0.0023,0.0007,0,0.0002,0,52.6423807080554,0.753614079195475,0.255799173816333,0.74472049689441,0.21939856,0.00533976,TRUE,0.344,"UNSAT",1171,2.75,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",30,"H14","2014-08-31","H14a-6-MI1","plg","52.299999999999997","1000",49.45,1.68,13.39,12.2,0.2431,7.62,11.54,2.15,0.1993,0.1772,0.002,0.028,99.0474,5,0.508541777325383,5.58178320200485,1.05789746953138,1667.26194373861,10948.1843786179,154.078894391717,27.2894565154033,95.8767577918187,8.07096891556133,39.3824717643463,6.32645287042514,15.916025227383,2.15209535833618,11.7067475189563,3.22273732767099,1.12320177595874,3.84879071844587,0.662192912296394,4.83082491698114,0.959424856485657,2.65592861645336,0.366850449390499,2.38678427390101,0.413119659865493,3.14,0.567073431994385,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",30,"H14","2014-08-31","H14a-6-MI1","plg","52.299999999999997","1000",49.45,1.68,13.39,12.2,0.2431,7.62,11.54,2.15,0.1993,0.1772,0.002,0.028,99.0474,5,0.508541777325383,5.58178320200485,1.05789746953138,1667.26194373861,10948.1843786179,154.078894391717,27.2894565154033,95.8767577918187,8.07096891556133,39.3824717643463,6.32645287042514,15.916025227383,2.15209535833618,11.7067475189563,3.22273732767099,1.12320177595874,3.84879071844587,0.662192912296394,4.83082491698114,0.959424856485657,2.65592861645336,0.366850449390499,2.38678427390101,0.413119659865493,3.14,0.567073431994385
50.18,1.66,14.41,11.7,0.2,7.29,11.96,2.23,0.19,0.16,0,0,0.01,0.4703,0.0117,0.1592,0.0917,0.0016,0.1019,0.1201,0.0406,0.0023,0.0006,0,0,0.0001,52.6342975206612,0.747355320472931,0.252899126290707,0.754396984924623,0.22118209,0.00550251,TRUE,0.259,"UNSAT",1179,2.36,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",31,"H14","2014-08-31","H14a-6-MI2","plg","37.899999999999999","1000",49.49,1.72,13.15,12.08,0.2118,7.54,11.51,2.22,0.2007,0.1604,0.0144,NA,98.6571,5,0.567197300137169,6.04981893585763,0.665058330047603,1697.71438335849,11151.4372049566,153.843819479171,27.4398955405436,98.5552757518299,8.73378434441062,41.9291943041343,7.08888054559471,18.991474027269,2.67160239426261,14.8651165346675,4.00004646659803,1.53808400524153,4.84909347054968,0.875562849327624,4.98046764009482,1.1647646770513,3.41939547566768,0.449505039674431,2.97467931373591,0.460857569154533,2.53,0.649783846216132,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",31,"H14","2014-08-31","H14a-6-MI2","plg","37.899999999999999","1000",49.49,1.72,13.15,12.08,0.2118,7.54,11.51,2.22,0.2007,0.1604,0.0144,NA,98.6571,5,0.567197300137169,6.04981893585763,0.665058330047603,1697.71438335849,11151.4372049566,153.843819479171,27.4398955405436,98.5552757518299,8.73378434441062,41.9291943041343,7.08888054559471,18.991474027269,2.67160239426261,14.8651165346675,4.00004646659803,1.53808400524153,4.84909347054968,0.875562849327624,4.98046764009482,1.1647646770513,3.41939547566768,0.449505039674431,2.97467931373591,0.460857569154533,2.53,0.649783846216132
50.17,1.55,14.47,11.89,0.19,7.41,11.73,2.24,0.19,0.12,0,0.02,0.02,0.4698,0.0109,0.1597,0.0931,0.0015,0.1035,0.1177,0.0407,0.0023,0.0005,0,0.0001,0.0001,52.6449643947101,0.743055555555556,0.253693407466243,0.73700688791484,0.22071204,0.00512082,TRUE,0.345,"UNSAT",1178,3.05,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",32,"H14","2014-08-31","H14a-6-MI4","plg","43.399999999999999","1000",49.6,1.6206,13.59,12.05,0.2261,7.63,11.77,2.16,0.1988,0.1384,NA,0.0144,99.3762,5,0.524633188330134,4.23026180814739,0.624835710788029,1516.47648696775,10709.7723299566,154.347370979863,26.9806921146751,91.1346421921099,7.94903516535345,38.4650555801516,6.27233408246856,18.0667237902452,2.48377972378039,11.2201743413316,4.05302667567225,1.25260175432383,3.87671963622399,0.814382152668956,4.85260902143087,0.986033821092786,2.94649847987366,0.42526607188131,2.88075874644678,0.380138304463847,3.41,0.826735413701545,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",32,"H14","2014-08-31","H14a-6-MI4","plg","43.399999999999999","1000",49.6,1.6206,13.59,12.05,0.2261,7.63,11.77,2.16,0.1988,0.1384,NA,0.0144,99.3762,5,0.524633188330134,4.23026180814739,0.624835710788029,1516.47648696775,10709.7723299566,154.347370979863,26.9806921146751,91.1346421921099,7.94903516535345,38.4650555801516,6.27233408246856,18.0667237902452,2.48377972378039,11.2201743413316,4.05302667567225,1.25260175432383,3.87671963622399,0.814382152668956,4.85260902143087,0.986033821092786,2.94649847987366,0.42526607188131,2.88075874644678,0.380138304463847,3.41,0.826735413701545
50.01,1.56,14.68,11.59,0.22,7.33,12.08,2.19,0.19,0.13,0,0.01,0,0.4683,0.011,0.162,0.0908,0.0017,0.1023,0.1212,0.0397,0.0023,0.0005,0,0.0001,0,52.9777317452097,0.753262896208825,0.25702046644455,0.748148148148148,0.21930489,0.0051513,TRUE,0.344,"UNSAT",1173,2.49,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",33,"H14","2014-08-31","H14a-6-MI5","plg","26.699999999999999","1000",49.55,1.74,13.61,11.95,0.204,7.49,11.72,2.25,0.1931,0.1333,0.0161,0.0061,99.2443,5,0.283746027395529,4.1797837554231,0.450630556443151,1233.10041696666,8899.13070097684,166.585737901843,22.1725399167783,75.6207009571539,6.3381457779479,33.4377349516665,5.50951550425049,14.4433312707799,1.96062292466583,9.16578732330441,3.44770336316818,1.1847636306834,3.20239327805445,0.600003091254624,3.89400582355403,0.792891612303335,2.50656323603574,0.343768903048613,2.22178105659935,0.301212907833567,2.89,0.478630978420942,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",33,"H14","2014-08-31","H14a-6-MI5","plg","26.699999999999999","1000",49.55,1.74,13.61,11.95,0.204,7.49,11.72,2.25,0.1931,0.1333,0.0161,0.0061,99.2443,5,0.283746027395529,4.1797837554231,0.450630556443151,1233.10041696666,8899.13070097684,166.585737901843,22.1725399167783,75.6207009571539,6.3381457779479,33.4377349516665,5.50951550425049,14.4433312707799,1.96062292466583,9.16578732330441,3.44770336316818,1.1847636306834,3.20239327805445,0.600003091254624,3.89400582355403,0.792891612303335,2.50656323603574,0.343768903048613,2.22178105659935,0.301212907833567,2.89,0.478630978420942
49.96,1.67,14.77,11.51,0.2,7.2,12.09,2.25,0.19,0.13,0,0.01,0.01,0.4679,0.0118,0.163,0.0901,0.0016,0.1006,0.1213,0.0409,0.0022,0.0005,0,0,0.0001,52.7530152071316,0.747842170160296,0.25836107148518,0.744171779141104,0.21893041,0.00552122,TRUE,0.26,"UNSAT",1170,2.29,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",34,"H14","2014-08-31","H14a-6-MI6","plg","48.100000000000001","1000",49.52,1.68,13.72,12.12,0.1946,7.22,11.51,2.25,0.2315,0.1773,0.0083,0.036,99.033,5,0.575158186970862,5.62067764677857,0.545028596148668,1534.74657836566,10674.0574992764,153.167577781723,27.4721656132715,91.213523276312,8.11624019489828,37.5036713403053,6.81322789887521,17.1173758808459,2.32244839467841,12.9894238589497,3.78036809346035,1.36251833675697,4.92472503825108,0.816894865114795,5.11656493981962,0.934859263365733,2.95235417041784,0.446817176073585,2.9124260570297,0.401998928019262,2.64,0.31145718919476,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",34,"H14","2014-08-31","H14a-6-MI6","plg","48.100000000000001","1000",49.52,1.68,13.72,12.12,0.1946,7.22,11.51,2.25,0.2315,0.1773,0.0083,0.036,99.033,5,0.575158186970862,5.62067764677857,0.545028596148668,1534.74657836566,10674.0574992764,153.167577781723,27.4721656132715,91.213523276312,8.11624019489828,37.5036713403053,6.81322789887521,17.1173758808459,2.32244839467841,12.9894238589497,3.78036809346035,1.36251833675697,4.92472503825108,0.816894865114795,5.11656493981962,0.934859263365733,2.95235417041784,0.446817176073585,2.9124260570297,0.401998928019262,2.64,0.31145718919476
49.79,1.53,13.64,12.08,0.18,8.59,11.74,2.15,0.18,0.12,0,0.01,0,0.4648,0.0107,0.1501,0.0943,0.0014,0.1195,0.1174,0.039,0.0022,0.0005,0,0,0,55.8933582787652,0.750639386189258,0.244104732476826,0.782145236508994,0.21603904,0.00497336,TRUE,0.34,"UNSAT",1244,4.98,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",35,"H14","2014-08-31","H14a-7-MI1","olv","27.399999999999999","750",50.01,1.5844,14.11,12.26,0.1868,7.05,12.15,2.23,0.1883,0.1294,NA,0.0057,100.2663,5,0.359132244298218,4.66500676007228,0.601936975242273,1569.22148593178,10393.814056259,160.950213310103,26.3656566954813,93.5645064666768,8.09071365745344,41.5360771585255,6.66519467682889,17.636671032867,2.44683025667778,12.9299542267894,3.34360019562255,1.43592342298197,4.29209841954413,0.706360710470742,4.94826507611142,1.0457753246827,2.81503889837517,0.372627157565417,2.80047476276286,0.367826957482401,4.74,0.0913498209528028,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",35,"H14","2014-08-31","H14a-7-MI1","olv","27.399999999999999","750",50.01,1.5844,14.11,12.26,0.1868,7.05,12.15,2.23,0.1883,0.1294,NA,0.0057,100.2663,5,0.359132244298218,4.66500676007228,0.601936975242273,1569.22148593178,10393.814056259,160.950213310103,26.3656566954813,93.5645064666768,8.09071365745344,41.5360771585255,6.66519467682889,17.636671032867,2.44683025667778,12.9299542267894,3.34360019562255,1.43592342298197,4.29209841954413,0.706360710470742,4.94826507611142,1.0457753246827,2.81503889837517,0.372627157565417,2.80047476276286,0.367826957482401,4.74,0.0913498209528028
49.75,1.34,15.03,10.72,0.18,7.78,12.82,2.06,0.2,0.08,0,0.01,0.02,0.4639,0.0094,0.1652,0.0836,0.0014,0.1082,0.1281,0.0372,0.0024,0.0003,0,0.0001,0.0001,56.4129301355579,0.774954627949183,0.262597361309808,0.775423728813559,0.21520321,0.00436066,TRUE,0.423,"UNSAT",1190,2.37,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",36,"H14","2014-08-31","H14a-12-MI1","plg","44.700000000000003","500",49.38,1.3961,13.84,11.14,0.1883,8.09,12.45,2.07,0.2116,0.0802,0.0176,0.0161,99.2486,5,0.430180611374936,3.33645122410592,0.752468261157449,1640.51245745674,8734.96469175108,181.434934378263,19.6184120507037,74.4869487224432,6.66018514156986,36.0428695355996,5.38447529836172,14.1884744696436,2.07866599202506,8.79028811072001,3.02749659703242,0.997011427794232,3.04310794652108,0.558477088559581,4.19161974843421,0.764332375289013,2.33082927760494,0.256890617472555,1.95393377769878,0.22376522005979,2.98,0.521177905457176,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",36,"H14","2014-08-31","H14a-12-MI1","plg","44.700000000000003","500",49.38,1.3961,13.84,11.14,0.1883,8.09,12.45,2.07,0.2116,0.0802,0.0176,0.0161,99.2486,5,0.430180611374936,3.33645122410592,0.752468261157449,1640.51245745674,8734.96469175108,181.434934378263,19.6184120507037,74.4869487224432,6.66018514156986,36.0428695355996,5.38447529836172,14.1884744696436,2.07866599202506,8.79028811072001,3.02749659703242,0.997011427794232,3.04310794652108,0.558477088559581,4.19161974843421,0.764332375289013,2.33082927760494,0.256890617472555,1.95393377769878,0.22376522005979,2.98,0.521177905457176
49.99,1.28,15.05,10.73,0.15,7.81,12.47,2.17,0.22,0.12,0,0,0.01,0.4657,0.009,0.1652,0.0836,0.0012,0.1085,0.1245,0.0393,0.0026,0.0005,0,0,0.0001,56.4809994794378,0.76007326007326,0.261848153431606,0.75363196125908,0.21687649,0.0041913,TRUE,0.506,"SAT",1191,2.85,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",37,"H14","2014-08-31","H14a-13-MI1","plg","39.100000000000001","450",49.58,1.3299,13.87,11.14,0.1576,8.12,12.1,2.18,0.228,0.1193,0.0159,NA,99.1798,5,0.421009952337844,3.03637315447067,0.679020084358844,1736.16879111231,8443.44081512301,179.100486333169,19.145458371588,70.2746272842888,6.18988458499583,33.3012540965435,5.01387901980766,13.6702712010665,1.91636356513197,9.73500181990269,2.94616562775928,1.17757541323362,3.75062884361724,0.560136564446978,3.33328587338196,0.728663024537935,1.73074452957978,0.248177674948347,1.94750780873901,0.253403371476055,3.43,0.688498579014181,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",37,"H14","2014-08-31","H14a-13-MI1","plg","39.100000000000001","450",49.58,1.3299,13.87,11.14,0.1576,8.12,12.1,2.18,0.228,0.1193,0.0159,NA,99.1798,5,0.421009952337844,3.03637315447067,0.679020084358844,1736.16879111231,8443.44081512301,179.100486333169,19.145458371588,70.2746272842888,6.18988458499583,33.3012540965435,5.01387901980766,13.6702712010665,1.91636356513197,9.73500181990269,2.94616562775928,1.17757541323362,3.75062884361724,0.560136564446978,3.33328587338196,0.728663024537935,1.73074452957978,0.248177674948347,1.94750780873901,0.253403371476055,3.43,0.688498579014181
49.74,1.43,15.1,10.49,0.16,7.91,12.72,2.1,0.21,0.12,0,0,0.01,0.4634,0.0101,0.1658,0.0817,0.0013,0.1099,0.127,0.0379,0.0025,0.0005,0,0,0.0001,57.3590814196242,0.770163735597332,0.263509218054673,0.765983112183353,0.21473956,0.00468034,TRUE,0.422,"UNSAT",1197,2.79,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",38,"H14","2014-08-31","H14a-15-MI1","plg","40.399999999999999","400",49.26,1.49,13.87,10.87,0.1659,8.21,12.32,2.11,0.2162,0.1284,0.0134,NA,99.0052,5,0.495423967796946,3.46738184028736,0.755316991967971,1675.97083352437,9705.95675361794,183.426207588075,23.1626862592291,88.6537747526922,7.02430910289515,36.9821125889139,5.98772099512223,15.5301814540733,2.06770446475685,12.4738005849933,3.23860452029608,1.07793874172055,3.64161700059557,0.628262031480853,3.7852087716153,0.958793951361339,2.47008482315052,0.369196107217576,2.46792120165137,0.317967769774491,3.34,0.635200777614743,"Hartley et al., 2018","MI",NA,NA,"Holuhraun",38,"H14","2014-08-31","H14a-15-MI1","plg","40.399999999999999","400",49.26,1.49,13.87,10.87,0.1659,8.21,12.32,2.11,0.2162,0.1284,0.0134,NA,99.0052,5,0.495423967796946,3.46738184028736,0.755316991967971,1675.97083352437,9705.95675361794,183.426207588075,23.1626862592291,88.6537747526922,7.02430910289515,36.9821125889139,5.98772099512223,15.5301814540733,2.06770446475685,12.4738005849933,3.23860452029608,1.07793874172055,3.64161700059557,0.628262031480853,3.7852087716153,0.958793951361339,2.47008482315052,0.369196107217576,2.46792120165137,0.317967769774491,3.34,0.635200777614743
